Id,Label,timeset,pageranks
auxiliary_research_submarine.n.01,,,0.000003
auxiliary_storage.n.01,,,0.000003
avenue.n.02,,,0.000007
aviary.n.01,,,0.000011
awl.n.01,,,0.000004
awning.n.01,,,0.000009
ax.n.01,,,0.000016
ax_handle.n.01,,,0.000007
ax_head.n.01,,,0.000003
axis.n.06,,,0.000006
axle.n.01,,,0.000005
axle_bar.n.01,,,0.000006
axletree.n.01,,,0.000004
azathioprine.n.01,,,0.000006
zidovudine.n.01,,,0.000019
azithromycin.n.01,,,0.000009
aztreonam.n.01,,,0.000008
b-52.n.01,,,0.000006
babushka.n.01,,,0.000007
baby_bed.n.01,,,0.000004
baby_buggy.n.01,,,0.00003
baby_grand.n.01,,,0.000019
baby_oil.n.01,,,0.000005
baby_powder.n.01,,,0.000003
gunpowder.n.01,,,0.000012
baby_shoe.n.01,,,0.000007
bacitracin.n.01,,,0.000005
back.n.08,,,0.000012
cascara_buckthorn.n.01,,,0.000022
back.n.07,,,0.000004
backband.n.01,,,0.000006
perspiration.n.01,,,0.000025
backbench.n.01,,,0.000004
backboard.n.01,,,0.000009
backboard.n.02,,,0.000002
backbone.n.05,,,0.000006
back_brace.n.01,,,0.000004
back_door.n.03,,,0.000005
backdrop.n.01,,,0.000007
background_noise.n.01,,,0.000011
backgammon_board.n.01,,,0.000005
background.n.07,,,0.00001
backhoe.n.01,,,0.000003
backing.n.02,,,0.000008
backlighting.n.01,,,0.000008
backpack.n.01,,,0.000019
backpacking_tent.n.01,,,0.000006
packing_material.n.01,,,0.00001
backplate.n.01,,,0.000004
back_porch.n.01,,,0.000006
back_room.n.01,,,0.000005
backroom.n.01,,,0.000006
backsaw.n.01,,,0.00001
backscratcher.n.02,,,0.000006
backseat.n.01,,,0.000006
backseat.n.02,,,0.000005
backspace_key.n.01,,,0.000009
celastraceae.n.01,,,0.000014
backstairs.n.01,,,0.000005
backstay.n.01,,,0.000006
backstitch.n.01,,,0.000005
backstop.n.02,,,0.000002
backsword.n.02,,,0.000004
backup.n.04,,,0.000003
backup_system.n.01,,,0.000004
backyard.n.01,,,0.000004
bacteria_bed.n.01,,,0.000004
badminton_court.n.01,,,0.000004
badminton_equipment.n.01,,,0.000004
badminton_racket.n.01,,,0.000008
baffle.n.01,,,0.000009
bag.n.06,,,0.000021
bag.n.04,,,0.000015
bagatelle.n.02,,,0.000013
baggage.n.03,,,0.000009
baggage_car.n.01,,,0.000013
baggage_claim.n.01,,,0.000008
bagger.n.02,,,0.000003
bagpipe.n.01,,,0.000003
bailey.n.04,,,0.000003
bailey.n.03,,,0.000003
bailey_bridge.n.01,,,0.000004
bain-marie.n.01,,,0.000004
bait.n.02,,,0.000016
sexual_attraction.n.01,,,0.000006
baize.n.01,,,0.000007
bakery.n.01,,,0.000008
balaclava.n.01,,,0.000011
balalaika.n.01,,,0.000004
balance.n.12,,,0.000016
balbriggan.n.01,,,0.000007
balcony.n.02,,,0.000003
patio.n.01,,,0.000012
baldachin.n.01,,,0.000007
baldric.n.01,,,0.000007
bale.n.01,,,0.000005
baling_wire.n.01,,,0.000004
ball.n.06,,,0.000005
ball_and_chain.n.01,,,0.000005
ball-and-socket_joint.n.02,,,0.000003
ballast.n.01,,,0.000005
blemish.n.01,,,0.000015
ballast.n.05,,,0.000006
ballast_resistor.n.01,,,0.000008
ball_bearing.n.01,,,0.000007
ball_cartridge.n.01,,,0.000009
ballcock.n.01,,,0.000005
balldress.n.01,,,0.000005
ballet_skirt.n.01,,,0.000006
ball_field.n.01,,,0.000009
ball_gown.n.01,,,0.000003
ballistic_galvanometer.n.01,,,0.000009
ballistic_missile.n.01,,,0.000006
missile.n.01,,,0.000014
ballistic_pendulum.n.01,,,0.000006
ballistocardiograph.n.01,,,0.000008
balloon.n.02,,,0.000004
balloon_bomb.n.01,,,0.000008
balloon_sail.n.01,,,0.000007
ballot_box.n.01,,,0.000004
ballpark.n.01,,,0.000014
ball-peen_hammer.n.01,,,0.000006
ballpoint.n.01,,,0.000014
ballroom.n.01,,,0.000013
ball_valve.n.01,,,0.000004
balmoral.n.02,,,0.000013
balmoral.n.01,,,0.000004
balsam.n.03,,,0.000005
balsa_raft.n.01,,,0.000007
baluster.n.01,,,0.000004
banana_boat.n.01,,,0.000009
band.n.07,,,0.000005
band.n.04,,,0.00001
band.n.13,,,0.000005
band.n.12,,,0.000011
band.n.11,,,0.000005
band.n.10,,,0.000005
bandage.n.01,,,0.000007
band_aid.n.01,,,0.000004
bandanna.n.01,,,0.000003
bandbox.n.01,,,0.000005
banderilla.n.01,,,0.000004
bandoleer.n.01,,,0.000007
bandoneon.n.01,,,0.000005
bandsaw.n.01,,,0.000012
bandstand.n.01,,,0.000009
bandwagon.n.02,,,0.000006
bangalore_torpedo.n.01,,,0.000007
bangle.n.02,,,0.000017
newness.n.01,,,0.00001
banjo.n.01,,,0.000009
bank.n.09,,,0.000012
banner.n.01,,,0.000011
bannister.n.02,,,0.000022
banquette.n.01,,,0.000008
banyan.n.02,,,0.000008
baptismal_font.n.01,,,0.000012
bar.n.03,,,0.000004
bar.n.05,,,0.000004
bar.n.02,,,0.000004
bar.n.15,,,0.000004
bar.n.14,,,0.000004
bar.n.13,,,0.000004
barb.n.03,,,0.000005
barb.n.02,,,0.000005
barbecue.n.03,,,0.000007
coal.n.01,,,0.000033
grillroom.n.01,,,0.000009
barbed_wire.n.01,,,0.000004
barber_chair.n.01,,,0.000004
barber.n.01,,,0.000011
barbershop.n.01,,,0.000005
barbette.n.01,,,0.000007
barbette_carriage.n.01,,,0.000006
barbican.n.01,,,0.000011
bar_bit.n.01,,,0.000007
barbital.n.01,,,0.000014
barbiturate.n.01,,,0.000004
bard.n.02,,,0.000005
bareboat.n.01,,,0.000008
barge.n.01,,,0.000019
lighter-than-air_craft.n.01,,,0.000004
bargello.n.01,,,0.000012
barge_pole.n.01,,,0.000006
baritone.n.03,,,0.000005
bark.n.03,,,0.000013
bar_magnet.n.01,,,0.000004
bar_mask.n.01,,,0.000004
barndoor.n.01,,,0.000004
barn_door.n.01,,,0.000006
barnyard.n.01,,,0.000006
barograph.n.01,,,0.000004
barometer.n.01,,,0.000003
barong.n.01,,,0.000004
barouche.n.01,,,0.000004
bar_printer.n.01,,,0.000007
barrack.n.01,,,0.000006
barrage_balloon.n.01,,,0.000003
barrel.n.02,,,0.000009
barrelhouse.n.01,,,0.00001
barrel_knot.n.01,,,0.00001
barrel_organ.n.01,,,0.000016
barrel_vault.n.01,,,0.000007
barrette.n.01,,,0.000005
barricade.n.02,,,0.000006
gin.n.01,,,0.000009
barrow.n.03,,,0.000009
bar_soap.n.01,,,0.000005
bascule.n.01,,,0.000007
base.n.08,,,0.000008
base.n.03,,,0.00001
base.n.20,,,0.000004
base.n.19,,,0.000004
base.n.18,,,0.000004
baseball.n.02,,,0.000012
baseball_bat.n.01,,,0.000009
baseball_cap.n.01,,,0.000006
baseball_card.n.01,,,0.000006
baseball_diamond.n.01,,,0.000009
baseball_equipment.n.01,,,0.000004
baseboard.n.01,,,0.000007
basement.n.02,,,0.000008
basic.n.02,,,0.000008
basic_point_defense_missile_system.n.01,,,0.000004
basilica.n.02,,,0.000009
basilica.n.01,,,0.000006
basilisk.n.02,,,0.000007
basin.n.01,,,0.000004
basinet.n.01,,,0.000004
basket.n.03,,,0.000005
basketball.n.02,,,0.000005
basketball_court.n.01,,,0.000003
basketball_equipment.n.01,,,0.000004
basket_hilt.n.01,,,0.000008
basket_weave.n.01,,,0.000007
bas_relief.n.01,,,0.000011
bass.n.07,,,0.000004
bass_clarinet.n.01,,,0.000005
bass_drum.n.01,,,0.00001
basset_horn.n.01,,,0.000006
bass_fiddle.n.01,,,0.000017
bass_guitar.n.01,,,0.000006
bass_horn.n.01,,,0.000013
bassinet.n.01,,,0.000004
bassinet.n.02,,,0.000004
bassoon.n.01,,,0.000006
bastard.n.03,,,0.000008
baste.n.01,,,0.000009
baster.n.03,,,0.000006
bastille.n.02,,,0.000004
bastion.n.01,,,0.000007
bastille.n.01,,,0.000005
bastion.n.03,,,0.000004
bastion.n.02,,,0.000007
fortress.n.01,,,0.000011
basuco.n.01,,,0.000004
bat.n.05,,,0.000011
bath_chair.n.01,,,0.000007
bathhouse.n.02,,,0.000007
bathhouse.n.01,,,0.000009
shower.n.01,,,0.000023
bathing_cap.n.01,,,0.000006
bath_linen.n.01,,,0.000004
bath_mat.n.01,,,0.000006
bath_oil.n.01,,,0.000004
bathrobe.n.01,,,0.000008
bathroom_cleaner.n.01,,,0.000006
bathroom_fixture.n.01,,,0.000004
bath_salts.n.01,,,0.000003
bath_towel.n.01,,,0.000007
bathymeter.n.01,,,0.00001
bathyscaphe.n.01,,,0.000009
bathysphere.n.01,,,0.000004
batik.n.01,,,0.000008
batiste.n.01,,,0.000006
baton.n.01,,,0.00001
baton.n.05,,,0.000006
baton.n.04,,,0.000006
baton.n.03,,,0.000006
baton_rouge_bridge.n.01,,,0.000004
batten.n.02,,,0.000006
battering_ram.n.01,,,0.000004
batter's_box.n.01,,,0.000008
battery.n.02,,,0.000009
battery.n.05,,,0.000011
batting.n.02,,,0.000009
batting_cage.n.01,,,0.000013
batting_glove.n.01,,,0.000008
batting_helmet.n.01,,,0.000006
battle-ax.n.01,,,0.000006
battle_cruiser.n.01,,,0.000002
battle_dress.n.01,,,0.000009
battle_flag.n.01,,,0.000005
battlement.n.01,,,0.00001
battleship.n.01,,,0.000008
battle_sight.n.01,,,0.000006
batwing.n.01,,,0.000003
bay.n.05,,,0.000005
bay.n.04,,,0.000005
bayonet.n.01,,,0.000006
bayonne_bridge.n.01,,,0.000004
bay_rum.n.01,,,0.000005
bay_window.n.02,,,0.000011
ledge.n.01,,,0.000022
bazaar.n.01,,,0.000008
bazaar.n.02,,,0.000008
bazooka.n.01,,,0.000007
bb.n.01,,,0.000005
b_battery.n.01,,,0.000004
bb_gun.n.01,,,0.00001
beach_ball.n.01,,,0.000009
beach_house.n.01,,,0.000004
beach_towel.n.01,,,0.000004
sweater.n.01,,,0.000021
beach_wagon.n.01,,,0.000022
beachwear.n.01,,,0.000004
beacon.n.03,,,0.000008
bead.n.01,,,0.000007
beading.n.02,,,0.000013
beading_plane.n.01,,,0.000004
beads.n.01,,,0.000006
beaker.n.02,,,0.000006
beaker.n.01,,,0.000006
beam.n.02,,,0.000005
igniter.n.01,,,0.00002
beam.n.06,,,0.000004
beam_balance.n.01,,,0.000003
beanbag.n.01,,,0.000004
beanie.n.01,,,0.000009
bear_claw.n.02,,,0.000007
bearing.n.06,,,0.000007
bearing_rein.n.01,,,0.00001
bearing_wall.n.01,,,0.000005
bearskin.n.02,,,0.000027
beater.n.02,,,0.000006
beauty_spot.n.01,,,0.000005
beaver.n.06,,,0.000012
beaver.n.05,,,0.00001
beaver_board.n.01,,,0.000008
becket.n.02,,,0.000003
beckman_thermometer.n.01,,,0.00001
bed.n.02,,,0.000003
bed.n.08,,,0.000003
bed.n.07,,,0.000003
bed_and_breakfast.n.01,,,0.000007
bedclothes.n.01,,,0.000013
bedding_material.n.01,,,0.000005
bedford_cord.n.01,,,0.000007
bed_jacket.n.01,,,0.000005
bedlam.n.02,,,0.000027
bed_linen.n.01,,,0.000005
bedpan.n.01,,,0.000009
bed_pillow.n.01,,,0.000004
bedpost.n.01,,,0.000005
bedroll.n.01,,,0.000004
bedroom_furniture.n.01,,,0.000004
bedsitting_room.n.01,,,0.000009
bedspread.n.01,,,0.000009
bedspring.n.01,,,0.000004
bedstead.n.01,,,0.000005
beefcake.n.01,,,0.000005
beehive.n.04,,,0.000007
beehive.n.01,,,0.000004
beeper.n.01,,,0.000009
beer_barrel.n.01,,,0.000006
beer_bottle.n.01,,,0.000003
beer_can.n.01,,,0.000005
beer_garden.n.01,,,0.000004
beer_glass.n.01,,,0.000003
beer_hall.n.01,,,0.000004
beer_mat.n.01,,,0.000005
beer_mug.n.01,,,0.000009
belaying_pin.n.01,,,0.000005
belfry.n.02,,,0.000004
bell.n.01,,,0.000015
bell.n.10,,,0.000009
belladonna.n.02,,,0.000009
bell_arch.n.01,,,0.000005
bellarmine.n.02,,,0.000007
bellbottom_trousers.n.01,,,0.000013
bell_cote.n.01,,,0.000007
bell_deck.n.01,,,0.000004
bell_foundry.n.01,,,0.000005
bell_gable.n.01,,,0.000005
bell_jar.n.01,,,0.000007
bellows.n.01,,,0.000004
bellpull.n.01,,,0.000008
bell_push.n.01,,,0.00001
bell_seat.n.01,,,0.00001
bell_tent.n.01,,,0.000007
bell_tower.n.01,,,0.000005
bellyband.n.02,,,0.000007
bellyband.n.01,,,0.000007
belmont_park.n.01,,,0.000008
belsen.n.01,,,0.000003
belt.n.02,,,0.000005
belt.n.06,,,0.000015
belt_buckle.n.01,,,0.000004
belting.n.01,,,0.000002
belvedere.n.02,,,0.000004
beltway.n.01,,,0.000008
bench.n.01,,,0.000004
bench.n.07,,,0.000004
bench_clamp.n.01,,,0.000005
bench_hook.n.01,,,0.000006
bench_lathe.n.01,,,0.000004
bench_press.n.02,,,0.000005
bend.n.03,,,0.000011
bender.n.01,,,0.000007
bend.n.06,,,0.000012
benjamin_franklin_bridge.n.01,,,0.000005
bentwood.n.01,,,0.000005
benzedrine.n.01,,,0.000006
benzocaine.n.01,,,0.000006
benzodiazepine.n.01,,,0.000003
beret.n.01,,,0.000006
berlin.n.03,,,0.000005
bermuda_rig.n.01,,,0.000014
bermudan.n.01,,,0.000006
bermuda_shorts.n.01,,,0.000007
berth.n.03,,,0.000009
besom.n.01,,,0.000005
bessemer_converter.n.01,,,0.000004
beta_blocker.n.01,,,0.000014
beta-interferon.n.01,,,0.000004
betatron.n.01,,,0.000006
bethel.n.01,,,0.000003
betting_shop.n.01,,,0.000004
bevatron.n.01,,,0.000003
bevel.n.02,,,0.000008
bevel.n.01,,,0.000012
bevel_gear.n.01,,,0.000011
bezel.n.01,,,0.000005
b-flat_clarinet.n.01,,,0.000008
bhang.n.01,,,0.000004
bib.n.02,,,0.000006
bib.n.01,,,0.000006
bib-and-tucker.n.01,,,0.000005
bicorn.n.01,,,0.000009
bicycle-built-for-two.n.01,,,0.000012
bicycle_chain.n.01,,,0.000007
bicycle_clip.n.01,,,0.000007
bicycle_pump.n.01,,,0.000008
bicycle_rack.n.01,,,0.000005
bicycle_seat.n.01,,,0.000015
bicycle_wheel.n.01,,,0.000007
bidet.n.01,,,0.000007
bier.n.02,,,0.000005
bier.n.01,,,0.000005
bi-fold_door.n.01,,,0.000003
bifocals.n.01,,,0.000004
big_ben.n.01,,,0.000006
big_blue.n.01,,,0.000006
big_board.n.02,,,0.000004
biggin.n.01,,,0.000006
dome.n.01,,,0.000016
big_h.n.01,,,0.000016
bight.n.04,,,0.000009
bijou.n.01,,,0.000004
bikini.n.02,,,0.000011
bikini_pants.n.01,,,0.000008
bilge.n.02,,,0.000011
bilge_keel.n.01,,,0.000006
bilge_pump.n.01,,,0.000007
bilges.n.01,,,0.000006
bilge_well.n.01,,,0.000006
bill.n.09,,,0.000013
visual_display_unit.n.01,,,0.000013
bill.n.08,,,0.000006
billboard.n.01,,,0.000006
billet.n.02,,,0.000003
billiard_ball.n.01,,,0.000003
billiard_marker.n.01,,,0.000003
billiard_room.n.01,,,0.000009
parlor.n.01,,,0.000008
bimetallic_strip.n.01,,,0.000006
bin.n.01,,,0.000007
binder.n.04,,,0.000006
binder.n.03,,,0.000009
binder.n.01,,,0.000005
bindery.n.01,,,0.000004
binding.n.05,,,0.000012
binding.n.02,,,0.000004
bin_liner.n.01,,,0.000008
binnacle.n.01,,,0.000004
binoculars.n.01,,,0.000006
binocular_microscope.n.01,,,0.000004
biochip.n.01,,,0.000005
bit.n.02,,,0.000033
biohazard_suit.n.01,,,0.000005
biology_lab.n.01,,,0.000008
bioweapon.n.01,,,0.000007
biplane.n.01,,,0.000007
biprism.n.01,,,0.000003
birch.n.03,,,0.000011
birchbark_canoe.n.01,,,0.000007
birdbath.n.01,,,0.000007
birdcage.n.01,,,0.000007
birdcage_mask.n.01,,,0.000003
birdcall.n.02,,,0.000007
bird_feeder.n.01,,,0.000009
birdhouse.n.01,,,0.000007
bird_shot.n.01,,,0.000009
biretta.n.01,,,0.000005
bishop.n.03,,,0.000003
bistro.n.01,,,0.000004
bit.n.11,,,0.000005
bit.n.05,,,0.000005
bit.n.10,,,0.000005
bite_plate.n.01,,,0.000005
bitewing.n.01,,,0.000005
bitmap.n.01,,,0.000006
bitter_end.n.02,,,0.000004
bitthead.n.01,,,0.000004
bitt_pin.n.01,,,0.000004
bitumastic.n.01,,,0.000003
black.n.07,,,0.000003
black.n.06,,,0.000003
black_and_white.n.02,,,0.000004
blackboard.n.01,,,0.000007
blackboard_eraser.n.01,,,0.000005
black_box.n.01,,,0.000004
blackface.n.01,,,0.000003
black_flag.n.01,,,0.000012
black_hole_of_calcutta.n.01,,,0.000004
blackjack.n.02,,,0.000008
maple.n.01,,,0.000015
blackwall_hitch.n.01,,,0.000004
blackwash.n.03,,,0.000004
blackwash.n.02,,,0.000006
bladder.n.02,,,0.000007
blade.n.09,,,0.000007
blade.n.08,,,0.000008
blade.n.07,,,0.000006
blank.n.04,,,0.000007
blank.n.03,,,0.000004
blanket.n.03,,,0.000004
blanket_stitch.n.01,,,0.000004
blarney_stone.n.01,,,0.000003
blast_furnace.n.01,,,0.000004
blasting_cap.n.01,,,0.000009
blasting_gelatin.n.01,,,0.000004
bullet_train.n.01,,,0.000013
blazer.n.01,,,0.000018
bleachers.n.01,,,0.000003
bleacher.n.01,,,0.00001
blender.n.01,,,0.000013
blimp.n.02,,,0.000014
blind.n.03,,,0.000008
blind.n.02,,,0.000003
blind_alley.n.01,,,0.000008
blind_corner.n.01,,,0.000003
blind_curve.n.01,,,0.00001
blindfold.n.01,,,0.000004
bling.n.01,,,0.000006
blinker.n.01,,,0.000006
blister_pack.n.01,,,0.000011
stocking.n.01,,,0.000008
block.n.05,,,0.000007
blockade.n.02,,,0.000004
blockade-runner.n.01,,,0.000004
blockage.n.02,,,0.000015
block_and_tackle.n.01,,,0.000004
tackle.n.01,,,0.000006
blockbuster.n.01,,,0.000006
block_diagram.n.01,,,0.000004
blocker.n.02,,,0.000005
blockhouse.n.01,,,0.000004
block_plane.n.01,,,0.000009
bloodmobile.n.01,,,0.000005
bloomers.n.01,,,0.000018
blouse.n.01,,,0.000013
blower.n.01,,,0.000006
blowgun.n.01,,,0.000015
blowtorch.n.01,,,0.000009
blowtube.n.01,,,0.000007
blucher.n.02,,,0.000005
bludgeon.n.01,,,0.000005
blue.n.02,,,0.000003
blue_chip.n.02,,,0.000005
blueprint.n.02,,,0.000004
blunderbuss.n.01,,,0.000004
blunt_file.n.01,,,0.000005
board.n.03,,,0.000003
board.n.09,,,0.000004
boarding.n.02,,,0.000005
boarding_house.n.01,,,0.000005
boardroom.n.01,,,0.000004
board_rule.n.01,,,0.000005
boards.n.02,,,0.000004
boards.n.01,,,0.000004
boardwalk.n.01,,,0.000003
boat_deck.n.01,,,0.000007
boater.n.01,,,0.000025
boat_hook.n.01,,,0.000006
boathouse.n.01,,,0.000004
boatswain's_chair.n.01,,,0.000007
boat_train.n.01,,,0.000008
boat_whistle.n.01,,,0.000009
boatyard.n.01,,,0.000005
bob.n.05,,,0.000016
fringe_bush.n.01,,,0.000009
bob.n.04,,,0.000004
bobbin.n.01,,,0.000009
bobby_pin.n.01,,,0.00001
bobsled.n.02,,,0.000007
bobsled.n.01,,,0.000005
bocce_ball.n.01,,,0.000015
bodega.n.01,,,0.000004
busbar.n.01,,,0.000026
bodice.n.01,,,0.000005
bodkin.n.04,,,0.000008
bodkin.n.03,,,0.000007
bodkin.n.02,,,0.000007
body.n.11,,,0.000003
body_armor.n.01,,,0.00001
body_bag.n.01,,,0.000015
body_lotion.n.01,,,0.000004
body_stocking.n.01,,,0.000004
body_plethysmograph.n.01,,,0.000005
body_pad.n.01,,,0.000005
bodywork.n.01,,,0.000003
bofors_gun.n.01,,,0.000009
bogy.n.01,,,0.000013
boiler.n.01,,,0.000011
boilerplate.n.02,,,0.000009
boiling_water_reactor.n.01,,,0.000007
bola.n.02,,,0.000004
bolero.n.02,,,0.000005
bollard.n.01,,,0.000005
bollock.n.02,,,0.000005
bolo.n.02,,,0.000006
bologram.n.01,,,0.000011
bolometer.n.01,,,0.00001
bolo_tie.n.01,,,0.000008
bolster.n.01,,,0.000008
bolt.n.06,,,0.000008
bolt.n.03,,,0.000012
bolt.n.02,,,0.000008
bolt.n.05,,,0.000008
bolt_cutter.n.01,,,0.000005
bolus.n.02,,,0.000007
hiroshima.n.01,,,0.000008
bombardon.n.02,,,0.00002
bombazine.n.01,,,0.000003
bomb_calorimeter.n.01,,,0.000022
bomber.n.01,,,0.000004
bomber_jacket.n.01,,,0.000005
bombie.n.01,,,0.000008
bomblet.n.01,,,0.000009
bomb_rack.n.01,,,0.000008
bombshell.n.03,,,0.000003
bomb_shelter.n.01,,,0.000014
bombsight.n.01,,,0.000006
bone-ash_cup.n.01,,,0.000011
bone_china.n.01,,,0.000006
bones.n.01,,,0.000012
boneshaker.n.01,,,0.000004
bongo.n.01,,,0.000007
bonnet.n.01,,,0.000011
booby_prize.n.01,,,0.000004
gelatin.n.01,,,0.000022
book.n.02,,,0.000013
book.n.11,,,0.000011
book_bag.n.01,,,0.000008
bookbindery.n.01,,,0.000003
bookcase.n.01,,,0.000004
bookend.n.01,,,0.000004
decision.n.02,,,0.00001
bookmark.n.01,,,0.000006
bookmobile.n.01,,,0.000006
bookshelf.n.01,,,0.000007
bookshop.n.01,,,0.000006
boom.n.05,,,0.000005
boom.n.04,,,0.000008
boomerang.n.01,,,0.000012
booster.n.06,,,0.000011
booster.n.05,,,0.000021
booster.n.04,,,0.000022
boot.n.02,,,0.000009
boot.n.05,,,0.000016
boot.n.04,,,0.000009
boot_camp.n.01,,,0.000003
bootee.n.01,,,0.000005
booth.n.02,,,0.000009
booth.n.04,,,0.000003
booth.n.01,,,0.000003
boothose.n.01,,,0.000004
bootjack.n.01,,,0.000003
bootlace.n.01,,,0.000007
bootleg.n.02,,,0.000004
bordeaux_mixture.n.01,,,0.000003
border.n.05,,,0.000014
bore.n.04,,,0.000013
bore_bit.n.01,,,0.000009
boron_chamber.n.01,,,0.000008
boron_counter_tube.n.01,,,0.000004
borstal.n.01,,,0.000003
bosom.n.03,,,0.000006
bosporus_bridge.n.01,,,0.000004
boston_rocker.n.01,,,0.000004
rocker.n.01,,,0.000006
bota.n.01,,,0.000005
botanical.n.01,,,0.000004
bottle.n.03,,,0.000014
bottle_bank.n.01,,,0.000006
bottlebrush.n.01,,,0.000006
bottlecap.n.01,,,0.000007
drink.n.01,,,0.000016
bottleneck.n.02,,,0.000004
bottle_opener.n.01,,,0.000004
bottling_plant.n.01,,,0.000009
bottom.n.07,,,0.000007
boucle.n.01,,,0.000003
boudoir.n.01,,,0.000005
boulle.n.01,,,0.000014
nice.n.01,,,0.000008
bouncing_betty.n.01,,,0.000004
bounty.n.04,,,0.000005
bounty.n.01,,,0.000009
bouquet.n.01,,,0.000023
arizona.n.01,,,0.000008
bourse.n.01,,,0.000004
boutique.n.01,,,0.000006
boutonniere.n.01,,,0.000006
bow.n.02,,,0.000014
bow.n.04,,,0.000014
bow.n.03,,,0.000018
bow.n.08,,,0.000014
bow_and_arrow.n.01,,,0.000009
bowed_stringed_instrument.n.01,,,0.000006
bowie_knife.n.01,,,0.000006
bowl.n.03,,,0.000009
bowl.n.08,,,0.000011
bowl.n.07,,,0.000009
bowler_hat.n.01,,,0.000013
bowline.n.01,,,0.000007
bowling_alley.n.02,,,0.000008
bowling_alley.n.01,,,0.000005
bowling_ball.n.01,,,0.000012
bowling_equipment.n.01,,,0.000007
bowling_pin.n.01,,,0.000008
bowling_shoe.n.01,,,0.000007
bowsprit.n.01,,,0.000004
bowstring.n.01,,,0.000004
bow_tie.n.01,,,0.000004
box.n.09,,,0.000017
box.n.02,,,0.000019
box.n.08,,,0.000021
box.n.07,,,0.000017
box_beam.n.01,,,0.000008
box_camera.n.01,,,0.00001
boxcar.n.01,,,0.000008
box_coat.n.01,,,0.000009
boxing_equipment.n.01,,,0.000005
boxing_glove.n.01,,,0.00001
boxing_ring.n.01,,,0.000007
box_kite.n.01,,,0.000005
box_office.n.02,,,0.000013
box_pleat.n.01,,,0.000005
box_seat.n.01,,,0.000006
box_spring.n.01,,,0.000003
box_wrench.n.01,,,0.000006
brace.n.09,,,0.000005
brace.n.08,,,0.000006
lineage.n.01,,,0.000041
brace.n.07,,,0.000004
brace.n.01,,,0.000004
brace.n.06,,,0.000007
brace.n.05,,,0.000004
brace_and_bit.n.01,,,0.000004
bracelet.n.02,,,0.000012
clasp.n.01,,,0.00001
ankle.n.01,,,0.000016
bracer.n.02,,,0.000006
bracer.n.01,,,0.000004
brace_wrench.n.01,,,0.000004
bracket.n.04,,,0.000009
brad.n.01,,,0.000008
bradawl.n.01,,,0.000012
braid.n.02,,,0.000008
brail.n.02,,,0.000007
brail.n.01,,,0.000007
brake.n.05,,,0.000004
brake_band.n.01,,,0.000004
brake_cylinder.n.01,,,0.000008
brake_disk.n.01,,,0.000004
brake_drum.n.01,,,0.000012
brake_lining.n.01,,,0.000004
brake_pad.n.01,,,0.000004
brake_pedal.n.01,,,0.000004
brake_shoe.n.01,,,0.000021
brake_system.n.01,,,0.000006
branch_line.n.01,,,0.000007
brand-name_drug.n.01,,,0.000005
brass.n.02,,,0.000006
brass.n.07,,,0.00001
brass.n.05,,,0.000004
brassard.n.01,,,0.000004
brasserie.n.01,,,0.000005
brassie.n.01,,,0.000003
brass_knucks.n.01,,,0.00002
brass_monkey.n.01,,,0.000007
brattice.n.01,,,0.000003
brazier.n.01,,,0.000011
breadbasket.n.03,,,0.000004
bread-bin.n.01,,,0.000008
breadboard.n.01,,,0.000008
bread_knife.n.01,,,0.000006
breakable.n.01,,,0.000007
breakfast_area.n.01,,,0.000008
breakfast_table.n.01,,,0.000004
break_seal.n.01,,,0.000004
breakwater.n.01,,,0.000015
breast_drill.n.01,,,0.000005
hack.n.01,,,0.00003
breast_implant.n.01,,,0.000006
breastplate.n.01,,,0.000013
breast_pocket.n.01,,,0.000006
breathalyzer.n.01,,,0.000003
breathing_device.n.01,,,0.000014
breech.n.01,,,0.000008
breechblock.n.01,,,0.000006
breechcloth.n.01,,,0.00001
breeches.n.01,,,0.000016
arch.n.01,,,0.000014
hip.n.01,,,0.000015
breeches_buoy.n.01,,,0.000008
breechloader.n.01,,,0.000007
breeder_reactor.n.01,,,0.000005
bren.n.01,,,0.000011
brewery.n.01,,,0.000005
brewpub.n.01,,,0.000004
briar.n.04,,,0.000007
bric-a-brac.n.01,,,0.000015
brickkiln.n.01,,,0.000005
bricklayer's_hammer.n.01,,,0.000005
brick_trowel.n.01,,,0.000008
brickwork.n.01,,,0.000006
brickyard.n.01,,,0.000006
bridal_gown.n.01,,,0.000011
bridge.n.09,,,0.000016
bridge.n.08,,,0.000016
bridge.n.07,,,0.00002
bridge.n.06,,,0.000012
bridge.n.02,,,0.00002
bridged-t.n.01,,,0.000003
bridle.n.01,,,0.000007
bridle_path.n.01,,,0.000005
bridoon.n.01,,,0.000003
briefcase_bomb.n.01,,,0.000008
briefcase_computer.n.01,,,0.000003
briefs.n.01,,,0.000008
brig.n.02,,,0.000005
brig.n.01,,,0.000005
brigandine.n.01,,,0.000004
brigantine.n.01,,,0.000007
brilliantine.n.01,,,0.000005
brilliant_pebble.n.01,,,0.000004
pebble.n.01,,,0.000005
brim.n.02,,,0.000003
brim.n.01,,,0.00001
briquette.n.01,,,0.000005
dough.n.01,,,0.00003
bristle_brush.n.01,,,0.000004
britches.n.01,,,0.000004
broad_arrow.n.03,,,0.000004
broadax.n.01,,,0.000007
